DBA,ZIP,TYPE,CITY,YEAR_FIRST,YEAR_LAST,MONTH_FIRST,MONTH_LAST
WELLSTONE,80904.0,Med,Colorado Springs,2015,2016,12,4
WESTERN REMEDIES,80204.0,Med,Denver,2014,2016,12,4
WESTERN SLOPE CAREGIVERS,81650.0,Med,Rifle,2014,2018,12,5
WHITE PORCH,81230.0,Rec,Gunnison,2016,2016,9,4
WHITE STAG FARMS,80905.0,Med,Colorado Springs,2019,2020,5,1
WHOLE MEDS,80211.0,Med,Denver,2014,2015,12,4
WHOLE MEDS,80216.0,"Med, Rec",Denver,2015,2019,12,11
WICKED WEED,81063.0,Rec,Ordway,2018,2019,12,5
WILD WILD WEED,81054.0,Rec,Las Animas,2019,2022,8,8
WILD WILD WEED,81063.0,Rec,Ordway,2019,2022,6,10
WISE CANNABIS CO,80440.0,Rec,Fairplay,2016,2022,9,12
WOLF PAC CANNABIS,80219.0,"Med, Rec",Denver,2018,2022,4,12
WOLF PAC CANNABIS,80222.0,Med,Denver,2018,2022,4,4
WOLF PAC CANNABIS,81007.0,Rec,Pueblo West,2021,2022,6,12
WOLFPAC CANNABIS,80219.0,Rec,Denver,2019,2021,3,5
WOLFPAC CANNABIS,80222.0,Med,Denver,2022,2022,5,12
WOLFPAC CANNABIS,81007.0,Rec,Pueblo West,2019,2021,2,5
WOWI,80022.0,Rec,Commerce City,2022,2022,4,11
WP NATION,80909.0,Med,Colorado Springs,2015,2017,12,9
WTJ MMJ SUPPLY,80909.0,Med,Colorado Springs,2014,2022,12,12
Wild Wild Weed,81054.0,Rec,Las Animas,2022,2022,9,12
Wild Wild Weed,81063.0,Rec,Ordway,2022,2022,11,12
XCLUSIVE CANNABIS,80011.0,Rec,Aurora,2019,2022,5,9
XCLUSIVE CANNABIS,80207.0,"Med, Rec",Denver,2020,2022,6,6
XCLUSIVE CANNABIS,80260.0,Rec,Federal Heights,2019,2022,6,7
XG PLATINUM CORPORATION,80631.0,"Med, Rec",Garden City,2014,2019,12,8
XG PLATINUM INC,80631.0,"Med, Rec",Garden City,2014,2014,8,6
Xclusive Cannabis,80207.0,"Med, Rec",Denver,2022,2022,7,12
Xclusive Cannabis,80260.0,Rec,Federal Heights,2022,2022,8,12
Xclusive Cannbis,80011.0,Rec,Aurora,2022,2022,10,12
YBARK,80211.0,Rec,Denver,2022,2022,2,11
YUMA SE,80219.0,Rec,Denver,2021,2022,9,11
YUMA SE,80221.0,Rec,Denver,2021,2022,9,1
YUMA SE,80237.0,Rec,Denver,2021,2022,9,1
YUMA UNIQUE,80210.0,Rec,Denver,2021,2022,5,11
YUMA UNIQUE,80220.0,Med,Denver,2022,2022,11,11
YUMA WAY,80022.0,Rec,Commerce City,2021,2022,12,11
YUYO,80447.0,Rec,Grand Lake,2015,2016,12,4
ZENGOLDS,80503.0,"Med, Rec",Longmont,2019,2022,8,12
ZENGOLDS,80525.0,"Med, Rec",Fort Collins,2019,2022,8,12
ZIPZ,80907.0,Med,Colorado Springs,2020,2022,12,4
Zipz,80907.0,Med,Colorado Springs,2022,2022,5,5
bdMindful,80909.0,Med,Colorado Springs,2014,2014,12,12
beMINDFUL,80909.0,Med,Colorado Springs,2018,2018,8,7
one:eleven,81143.0,"Rec, Med",Moffat,2022,2022,9,12
zipz,80907.0,Med,Colorado Springs,2022,2022,6,12
